timestamp,open,high,low,close,volume
2023-09-24 18:00:00,14880.25,14915.0,14880.25,14900.75,4357
2023-09-24 19:00:00,14901.25,14906.5,14891.75,14898.5,2601
2023-09-24 20:00:00,14897.75,14898.5,14867.5,14888.25,5447
2023-09-24 21:00:00,14888.0,14921.0,14887.5,14902.5,6541
2023-09-24 22:00:00,14903.25,14919.5,14901.0,14916.5,3309
2023-09-24 23:00:00,14916.0,14927.75,14914.25,14922.0,3110
2023-09-25 00:00:00,14921.5,14926.5,14916.25,14921.75,1857
2023-09-25 01:00:00,14921.25,14933.25,14910.75,14912.0,3231
2023-09-25 02:00:00,14911.75,14926.0,14905.75,14915.75,3942
2023-09-25 03:00:00,14915.0,14946.0,14914.0,14923.75,7299
2023-09-25 04:00:00,14923.75,14931.25,14797.0,14838.75,20682
2023-09-25 05:00:00,14838.75,14865.5,14831.25,14856.25,11961
2023-09-25 06:00:00,14855.5,14874.5,14836.5,14857.25,8072
2023-09-25 07:00:00,14857.75,14870.75,14813.25,14821.75,10876
2023-09-25 08:00:00,14821.25,14846.0,14799.0,14821.0,17610
2023-09-25 09:00:00,14820.25,14896.5,14782.25,14876.0,84045
2023-09-25 10:00:00,14875.75,14885.0,14815.25,14818.0,85235
2023-09-25 11:00:00,14818.0,14923.0,14817.0,14900.0,64833
2023-09-25 12:00:00,14900.25,14936.25,14864.5,14882.5,42040
2023-09-25 13:00:00,14883.25,14921.25,14870.0,14902.75,42716
2023-09-25 14:00:00,14903.5,14917.0,14869.25,14875.0,43072
2023-09-25 15:00:00,14874.75,14939.25,14842.5,14936.75,75591
2023-09-25 16:00:00,14936.75,14955.75,14933.75,14951.0,16375
2023-09-25 18:00:00,14949.0,14949.0,14940.75,14942.5,2175
2023-09-25 19:00:00,14943.0,14943.75,14931.0,14931.75,2109
2023-09-25 20:00:00,14931.75,14933.25,14868.0,14878.0,8320
2023-09-25 21:00:00,14878.5,14885.25,14854.75,14863.75,6687
2023-09-25 22:00:00,14863.25,14868.25,14852.25,14860.0,5082
2023-09-25 23:00:00,14860.25,14875.5,14858.25,14874.75,2855
2023-09-26 00:00:00,14874.75,14879.25,14870.25,14878.0,2402
2023-09-26 01:00:00,14877.75,14883.0,14857.75,14865.0,4164
2023-09-26 02:00:00,14863.5,14868.25,14822.5,14830.5,8161
2023-09-26 03:00:00,14831.0,14852.0,14795.0,14850.0,15422
2023-09-26 04:00:00,14850.0,14887.5,14843.5,14858.0,14536
2023-09-26 05:00:00,14858.25,14867.5,14835.75,14838.75,8733
2023-09-26 06:00:00,14838.5,14871.75,14838.5,14869.0,7714
2023-09-26 07:00:00,14869.0,14888.75,14841.25,14874.0,11567
2023-09-26 08:00:00,14873.75,14893.0,14838.25,14844.5,18486
2023-09-26 09:00:00,14845.0,14846.5,14764.0,14772.5,88801
2023-09-26 10:00:00,14770.0,14805.75,14724.5,14768.5,112577
2023-09-26 11:00:00,14768.5,14777.5,14725.0,14738.0,71901
2023-09-26 12:00:00,14738.25,14782.0,14722.25,14763.0,47409
2023-09-26 13:00:00,14763.25,14784.0,14704.25,14738.0,69239
2023-09-26 14:00:00,14738.25,14738.5,14691.0,14707.75,50514
2023-09-26 15:00:00,14707.5,14720.0,14666.25,14708.75,83819
2023-09-26 16:00:00,14708.75,14736.0,14707.25,14725.25,17224
2023-09-26 18:00:00,14725.25,14728.5,14713.5,14720.0,3716
2023-09-26 19:00:00,14720.0,14741.25,14717.25,14739.0,4154
2023-09-26 20:00:00,14738.5,14750.0,14723.0,14731.0,5488
2023-09-26 21:00:00,14731.5,14752.0,14728.0,14750.25,6131
2023-09-26 22:00:00,14750.5,14751.5,14736.25,14739.5,3317
2023-09-26 23:00:00,14739.0,14744.5,14730.5,14738.25,3524
2023-09-27 00:00:00,14738.75,14753.5,14735.0,14752.25,3276
2023-09-27 01:00:00,14751.5,14762.25,14740.0,14761.25,4833
2023-09-27 02:00:00,14761.75,14768.5,14751.0,14758.75,5766
2023-09-27 03:00:00,14758.25,14793.75,14747.5,14792.75,10693
2023-09-27 04:00:00,14792.5,14796.0,14774.25,14780.5,8377
2023-09-27 05:00:00,14780.5,14783.75,14754.0,14761.25,7107
2023-09-27 06:00:00,14761.0,14768.5,14744.25,14765.0,7371
2023-09-27 07:00:00,14764.75,14778.25,14747.5,14768.0,9403
2023-09-27 08:00:00,14768.25,14776.75,14733.75,14771.5,16971
2023-09-27 09:00:00,14771.25,14806.0,14749.25,14764.25,76373
2023-09-27 10:00:00,14764.75,14774.5,14682.0,14688.75,104351
2023-09-27 11:00:00,14689.5,14744.0,14672.75,14683.75,69659
2023-09-27 12:00:00,14683.0,14684.25,14643.25,14657.0,63508
2023-09-27 13:00:00,14657.0,14685.0,14586.0,14620.0,72541
2023-09-27 14:00:00,14620.0,14755.5,14594.5,14739.0,93540
2023-09-27 15:00:00,14739.5,14821.5,14701.5,14743.75,107938
2023-09-27 16:00:00,14744.0,14779.5,14738.5,14766.5,19899
2023-09-27 18:00:00,14772.5,14774.75,14743.5,14755.5,4777
2023-09-27 19:00:00,14755.75,14774.75,14750.25,14774.75,3174
2023-09-27 20:00:00,14774.5,14794.0,14766.25,14788.25,5778
2023-09-27 21:00:00,14788.5,14791.25,14764.0,14777.75,6676
2023-09-27 22:00:00,14777.5,14781.75,14742.5,14747.5,6042
2023-09-27 23:00:00,14747.0,14748.25,14733.0,14740.25,5010
2023-09-28 00:00:00,14740.25,14742.5,14712.75,14741.25,6046
2023-09-28 01:00:00,14742.0,14776.0,14739.5,14771.25,6835
2023-09-28 02:00:00,14771.5,14773.75,14744.5,14748.5,5830
2023-09-28 03:00:00,14747.25,14764.0,14728.0,14738.5,10271
2023-09-28 04:00:00,14738.75,14744.75,14709.0,14718.5,11279
2023-09-28 05:00:00,14718.5,14739.5,14677.75,14734.75,14291
2023-09-28 06:00:00,14735.0,14745.0,14715.5,14730.5,8378
2023-09-28 07:00:00,14730.5,14731.75,14682.0,14702.0,13022
2023-09-28 08:00:00,14701.75,14777.25,14677.75,14694.0,47000
2023-09-28 09:00:00,14693.5,14747.75,14658.0,14744.25,92304
2023-09-28 10:00:00,14744.25,14788.0,14679.5,14780.75,105936
2023-09-28 11:00:00,14780.0,14910.75,14756.5,14908.25,93139
2023-09-28 12:00:00,14908.5,14947.5,14878.75,14891.25,68078
2023-09-28 13:00:00,14891.5,14908.0,14830.75,14850.5,57991
2023-09-28 14:00:00,14850.5,14884.0,14811.25,14843.5,58963
2023-09-28 15:00:00,14843.75,14913.5,14838.75,14858.5,79688
2023-09-28 16:00:00,14858.5,14885.25,14852.0,14876.5,13090
2023-09-28 18:00:00,14876.5,14894.5,14874.25,14885.5,3328
2023-09-28 19:00:00,14885.75,14886.75,14863.75,14867.5,2499
2023-09-28 20:00:00,14867.75,14870.0,14831.25,14832.75,5472
2023-09-28 21:00:00,14832.5,14851.0,14825.5,14845.0,6028
2023-09-28 22:00:00,14844.5,14880.25,14844.5,14873.5,5261
2023-09-28 23:00:00,14874.0,14891.5,14873.5,14886.0,3548
2023-09-29 00:00:00,14885.25,14889.75,14868.0,14868.75,2698
2023-09-29 01:00:00,14869.25,14898.5,14856.75,14884.0,5342
2023-09-29 02:00:00,14883.0,14919.5,14880.25,14911.75,6715
2023-09-29 03:00:00,14912.0,14956.25,14904.0,14945.5,12980
2023-09-29 04:00:00,14946.25,14965.25,14937.0,14937.25,9972
2023-09-29 05:00:00,14938.0,14967.25,14935.75,14962.5,8129
2023-09-29 06:00:00,14962.75,14974.75,14946.0,14950.5,7878
2023-09-29 07:00:00,14950.25,14961.0,14920.25,14931.5,11035
2023-09-29 08:00:00,14931.75,15009.75,14922.75,15002.25,34249
2023-09-29 09:00:00,15002.0,15044.25,14976.75,15032.5,82722
2023-09-29 10:00:00,15032.25,15060.75,14970.0,14991.75,107741
2023-09-29 11:00:00,14992.0,15010.75,14907.75,14940.5,95844
2023-09-29 12:00:00,14941.0,14965.75,14885.5,14895.5,65880
2023-09-29 13:00:00,14896.0,14896.0,14819.75,14820.0,66798
2023-09-29 14:00:00,14820.25,14904.0,14811.0,14902.25,65036
2023-09-29 15:00:00,14902.75,14929.0,14840.25,14867.0,105441
2023-09-29 16:00:00,14867.0,14906.25,14850.25,14891.5,19611
2023-10-01 18:00:00,14965.0,15010.0,14934.75,14943.25,12723
2023-10-01 19:00:00,14943.25,14962.0,14934.25,14953.25,4385
2023-10-01 20:00:00,14953.5,14982.0,14951.0,14965.25,6997
2023-10-01 21:00:00,14965.5,14991.5,14963.5,14982.25,5090
2023-10-01 22:00:00,14982.5,14994.25,14978.75,14980.25,4323
2023-10-01 23:00:00,14980.5,14983.25,14970.75,14976.0,3010
2023-10-02 00:00:00,14975.75,14984.25,14962.0,14967.5,3652
2023-10-02 01:00:00,14967.0,14972.75,14937.0,14940.75,4512
2023-10-02 02:00:00,14941.25,14978.5,14929.75,14976.75,6045
2023-10-02 03:00:00,14976.75,15010.5,14969.75,14987.75,12261
2023-10-02 04:00:00,14988.25,15000.5,14963.5,14965.75,9525
2023-10-02 05:00:00,14965.25,14965.75,14891.0,14899.0,14276
2023-10-02 06:00:00,14899.0,14906.75,14878.25,14890.5,12121
2023-10-02 07:00:00,14890.5,14907.5,14866.0,14873.5,12941
2023-10-02 08:00:00,14873.75,14876.75,14844.75,14853.0,21814
2023-10-02 09:00:00,14853.0,14961.0,14826.0,14921.25,95438
2023-10-02 10:00:00,14921.25,14992.25,14905.0,14932.5,129770
2023-10-02 11:00:00,14933.0,15046.0,14909.25,14918.75,108645
2023-10-02 12:00:00,14919.0,14933.5,14880.25,14889.75,65245
2023-10-02 13:00:00,14890.0,14931.0,14866.75,14909.0,53230
2023-10-02 14:00:00,14909.5,14958.0,14864.25,14893.25,67104
2023-10-02 15:00:00,14893.0,14989.25,14867.75,14988.0,85806
2023-10-02 16:00:00,14988.5,15005.25,14986.75,14992.5,18236
2023-10-02 18:00:00,14989.5,15005.0,14986.5,14990.0,3740
2023-10-02 19:00:00,14990.0,15002.5,14978.5,14994.0,3964
2023-10-02 20:00:00,14994.0,14995.5,14956.0,14991.25,8520
2023-10-02 21:00:00,14990.75,14997.5,14972.0,14980.5,6396
2023-10-02 22:00:00,14981.0,14990.5,14973.5,14980.75,3708
2023-10-02 23:00:00,14980.75,14995.75,14973.25,14984.0,2953
2023-10-03 00:00:00,14984.25,14984.5,14953.75,14954.75,5699
2023-10-03 01:00:00,14954.0,14959.0,14943.5,14955.75,6494
2023-10-03 02:00:00,14956.0,14978.75,14955.0,14974.75,5295
2023-10-03 03:00:00,14975.0,15002.75,14967.75,14979.75,12157
2023-10-03 04:00:00,14979.75,15031.0,14979.5,15006.25,12794
2023-10-03 05:00:00,15006.25,15008.75,14969.25,14979.75,10406
2023-10-03 06:00:00,14980.25,15009.75,14966.5,14966.5,9902
2023-10-03 07:00:00,14966.25,14969.0,14884.75,14899.25,26692
2023-10-03 08:00:00,14899.5,14905.0,14847.25,14853.25,28753
2023-10-03 09:00:00,14853.5,14974.75,14848.5,14950.0,93689
2023-10-03 10:00:00,14951.0,14954.75,14742.0,14748.25,163426
2023-10-03 11:00:00,14747.5,14759.0,14710.5,14728.75,79613
2023-10-03 12:00:00,14729.25,14776.5,14725.75,14762.5,57066
2023-10-03 13:00:00,14763.0,14785.0,14689.75,14696.75,55208
2023-10-03 14:00:00,14697.0,14716.75,14671.0,14698.0,54798
